


























2022-02-20 15:21:59.970498,'
2022-02-20 15:22:10.080186,Setup complete!
2022-02-20 15:22:20.090324,657:5
2022-02-20 15:22:30.100151,630:5
2022-02-20 15:22:40.110282,608:5
2022-02-20 15:22:50.120541,605:4
2022-02-20 15:23:00.130123,602:4
2022-02-20 15:23:10.140573,603:4
2022-02-20 15:23:20.150498,603:4
2022-02-20 15:23:30.160162,604:4
2022-02-20 15:23:40.170563,607:5
2022-02-20 15:23:50.180410,606:4
2022-02-20 15:24:00.190215,605:4
2022-02-20 15:24:10.200367,606:4
2022-02-20 15:24:20.210249,607:5
2022-02-20 15:24:30.220109,607:5
2022-02-20 15:24:40.230337,611:5
2022-02-20 15:24:50.240346,608:5
2022-02-20 15:25:00.253889,609:5
2022-02-20 15:25:10.264247,611:5
2022-02-20 15:25:20.274471,610:5
2022-02-20 15:25:30.284428,612:5
2022-02-20 15:25:40.294853,624:5
2022-02-20 15:25:50.305367,610:5
2022-02-20 15:26:00.315401,612:5
2022-02-20 15:26:10.325393,611:5
2022-02-20 15:26:20.335234,613:5
2022-02-20 15:26:30.345616,611:5
2022-02-20 15:26:40.355158,613:5
2022-02-20 15:26:50.365422,613:5
2022-02-20 15:27:00.375243,614:5
2022-02-20 15:27:10.385635,616:5
2022-02-20 15:27:20.395375,613:5
2022-02-20 15:27:30.405897,615:5
2022-02-20 15:27:40.416427,614:5
2022-02-20 15:27:50.426638,615:5
2022-02-20 15:28:00.436291,615:5
2022-02-20 15:28:10.446206,615:5
2022-02-20 15:28:20.456590,616:5
2022-02-20 15:28:30.466482,615:5
2022-02-20 15:28:40.476844,618:5
2022-02-20 15:28:50.487647,615:5
2022-02-20 15:29:00.497782,612:5
2022-02-20 15:29:10.508641,612:5
2022-02-20 15:29:20.518328,615:5
2022-02-20 15:29:30.528400,615:5
2022-02-20 15:29:40.538523,615:5
2022-02-20 15:29:50.548289,616:5
2022-02-20 15:30:00.558601,617:5
2022-02-20 15:30:10.568642,615:5
2022-02-20 15:30:20.578502,614:5
2022-02-20 15:30:30.588688,613:5
2022-02-20 15:30:40.599509,612:5
2022-02-20 15:30:50.609340,615:5
2022-02-20 15:31:00.619515,630:5
2022-02-20 15:31:10.629538,614:5
2022-02-20 15:31:20.639336,615:5
2022-02-20 15:31:30.649925,615:5
2022-02-20 15:31:40.660312,614:5
2022-02-20 15:31:50.670213,613:5
2022-02-20 15:32:00.679149,614:5
2022-02-20 15:32:10.689555,613:5
2022-02-20 15:32:20.699164,613:5
2022-02-20 15:32:30.709569,613:5
2022-02-20 15:32:40.719126,612:5
2022-02-20 15:32:50.729160,613:5
2022-02-20 15:33:00.739366,612:5
2022-02-20 15:33:10.749416,615:5
2022-02-20 15:33:20.759465,613:5
2022-02-20 15:33:30.769219,612:5
2022-02-20 15:33:40.779469,612:5
2022-02-20 15:33:50.789114,613:5
2022-02-20 15:34:00.799618,613:5
2022-02-20 15:34:10.809506,613:5
2022-02-20 15:34:20.819436,613:5
2022-02-20 15:34:30.829634,613:5
2022-02-20 15:34:40.840385,614:5
2022-02-20 15:34:50.850391,613:5
2022-02-20 15:35:00.860342,612:5
2022-02-20 15:35:10.870734,616:5
2022-02-20 15:35:20.881352,613:5
2022-02-20 15:35:30.891151,614:5
2022-02-20 15:35:40.901630,612:5
2022-02-20 15:35:50.911218,614:5
2022-02-20 15:36:00.921222,613:5
2022-02-20 15:36:10.931627,613:5
2022-02-20 15:36:20.941838,629:5
2022-02-20 15:36:30.952425,615:5
2022-02-20 15:36:40.962221,614:5
2022-02-20 15:36:50.972545,616:5
2022-02-20 15:37:00.982167,615:5
2022-02-20 15:37:10.992859,612:5
2022-02-20 15:37:21.003367,614:5
2022-02-20 15:37:31.013372,612:5
2022-02-20 15:37:41.023167,613:5
2022-02-20 15:37:51.033469,615:5
2022-02-20 15:38:01.043556,613:5
2022-02-20 15:38:11.053468,615:5
2022-02-20 15:38:21.063164,613:5
2022-02-20 15:38:31.073156,614:5
2022-02-20 15:38:41.083520,614:5
2022-02-20 15:38:51.093460,615:5
2022-02-20 15:39:01.103933,612:5
2022-02-20 15:39:11.114232,614:5
2022-02-20 15:39:21.124612,615:5
2022-02-20 15:39:31.134223,626:5
2022-02-20 15:39:41.144393,615:5
2022-02-20 15:39:51.154182,615:5
2022-02-20 15:40:01.164605,614:5
2022-02-20 15:40:11.174907,616:5
2022-02-20 15:40:21.185598,616:5
2022-02-20 15:40:31.195137,613:5
2022-02-20 15:40:41.205215,615:5
2022-02-20 15:40:51.215469,615:5
2022-02-20 15:41:01.225482,614:5
2022-02-20 15:41:11.235323,616:5
2022-02-20 15:41:21.245636,617:5
2022-02-20 15:41:31.255607,616:5
2022-02-20 15:41:41.266068,616:5
2022-02-20 15:41:51.276162,617:5
2022-02-20 15:42:01.286324,618:5
2022-02-20 15:42:11.296900,617:5
2022-02-20 15:42:21.307631,615:5
2022-02-20 15:42:31.317275,615:5
2022-02-20 15:42:41.327661,615:5
2022-02-20 15:42:51.338309,614:5
2022-02-20 15:43:01.348641,617:5
2022-02-20 15:43:11.359366,616:5
2022-02-20 15:43:21.369854,615:5
2022-02-20 15:43:31.380334,615:5
2022-02-20 15:43:41.390383,617:5
2022-02-20 15:43:51.400153,615:5
2022-02-20 15:44:01.410348,614:5
2022-02-20 15:44:11.420491,614:5
2022-02-20 15:44:21.430271,612:5
2022-02-20 15:44:31.440358,616:5
2022-02-20 15:44:41.450415,614:5
2022-02-20 15:44:51.460512,632:5
2022-02-20 15:45:01.470124,618:5
2022-02-20 15:45:11.480853,615:5
2022-02-20 15:45:21.491532,615:5
2022-02-20 15:45:31.501309,616:5
2022-02-20 15:45:41.511374,613:5
2022-02-20 15:45:51.521233,615:5
2022-02-20 15:46:01.531453,617:5
2022-02-20 15:46:11.541898,615:5
2022-02-20 15:46:21.552466,616:5
2022-02-20 15:46:31.562959,616:5
2022-02-20 15:46:41.573114,616:5
2022-02-20 15:46:51.583350,616:5
2022-02-20 15:47:01.593333,616:5
2022-02-20 15:47:11.603415,616:5
2022-02-20 15:47:21.613558,617:5
2022-02-20 15:47:31.623376,617:5
2022-02-20 15:47:41.633392,616:5
2022-02-20 15:47:51.643394,615:5
2022-02-20 15:48:01.653273,616:5
2022-02-20 15:48:11.663469,615:5
2022-02-20 15:48:21.673330,615:5
2022-02-20 15:48:31.683478,619:5
2022-02-20 15:48:41.693262,617:5
2022-02-20 15:48:51.703833,617:5
2022-02-20 15:49:01.714223,617:5
2022-02-20 15:49:11.724515,619:5
2022-02-20 15:49:21.734650,616:5
2022-02-20 15:49:31.744808,614:5
2022-02-20 15:49:41.755589,616:5
2022-02-20 15:49:51.765172,617:5
2022-02-20 15:50:01.775223,617:5
2022-02-20 15:50:11.785587,621:5
2022-02-20 15:50:21.795122,617:5
2022-02-20 15:50:31.805295,614:5
2022-02-20 15:50:41.815473,614:5
2022-02-20 15:50:51.825304,617:5
2022-02-20 15:51:01.835584,615:5
2022-02-20 15:51:11.845877,614:5
2022-02-20 15:51:21.856204,615:5
2022-02-20 15:51:31.866881,617:5
2022-02-20 15:51:41.877341,617:5
2022-02-20 15:51:51.887344,613:5
2022-02-20 15:52:01.897873,615:5
2022-02-20 15:52:11.908268,611:5
2022-02-20 15:52:21.918157,615:5
2022-02-20 15:52:31.928143,613:5
2022-02-20 15:52:41.938230,616:5
2022-02-20 15:52:51.948859,613:5
2022-02-20 15:53:01.959249,613:5
2022-02-20 15:53:11.969164,615:5
2022-02-20 15:53:21.979307,627:5
2022-02-20 15:53:31.989153,616:5
2022-02-20 15:53:41.999488,615:5
2022-02-20 15:53:52.009186,613:5
2022-02-20 15:54:02.019281,614:5
2022-02-20 15:54:12.025238,613:5
2022-02-20 15:54:22.032413,614:5
2022-02-20 15:54:32.042338,614:5
2022-02-20 15:54:42.052298,614:5
2022-02-20 15:54:52.062328,615:5
2022-02-20 15:55:02.072314,615:5
2022-02-20 15:55:12.082893,613:5
2022-02-20 15:55:22.093306,613:5
2022-02-20 15:55:32.103325,613:5
2022-02-20 15:55:42.113482,614:5
2022-02-20 15:55:52.122108,613:5
2022-02-20 15:56:02.132205,614:5
2022-02-20 15:56:12.142295,613:5
2022-02-20 15:56:22.152187,614:5
2022-02-20 15:56:32.162864,615:5
2022-02-20 15:56:42.173624,612:5
2022-02-20 15:56:52.184153,613:5
2022-02-20 15:57:02.194168,612:5
2022-02-20 15:57:12.204389,610:5
2022-02-20 15:57:22.214563,611:5
2022-02-20 15:57:32.224588,610:5
2022-02-20 15:57:42.234622,614:5
2022-02-20 15:57:52.244442,610:5
2022-02-20 15:58:02.254585,611:5
2022-02-20 15:58:12.257880,612:5
2022-02-20 15:58:22.268174,612:5
2022-02-20 15:58:32.278237,612:5
2022-02-20 15:58:42.288329,625:5
2022-02-20 15:58:52.298589,609:5
2022-02-20 15:59:02.308650,609:5
2022-02-20 15:59:12.319150,611:5
2022-02-20 15:59:22.329283,608:5
2022-02-20 15:59:32.339186,610:5
2022-02-20 15:59:42.349615,608:5
2022-02-20 15:59:52.359608,610:5
2022-02-20 16:00:02.369402,612:5
2022-02-20 16:00:12.379226,612:5
2022-02-20 16:00:22.389205,610:5
2022-02-20 16:00:32.399505,610:5
2022-02-20 16:00:42.409313,611:5
2022-02-20 16:00:52.419614,610:5
2022-02-20 16:01:02.429289,609:5
2022-02-20 16:01:12.439292,610:5
2022-02-20 16:01:22.449312,611:5
2022-02-20 16:01:32.451841,613:5
2022-02-20 16:01:42.462354,610:5
2022-02-20 16:01:52.471539,608:5
2022-02-20 16:02:02.482449,610:5
2022-02-20 16:02:12.487381,610:5
2022-02-20 16:02:22.497263,611:5
2022-02-20 16:02:32.507739,609:5
2022-02-20 16:02:42.518629,609:5
2022-02-20 16:02:52.528251,607:5
2022-02-20 16:03:02.538315,609:5
2022-02-20 16:03:12.548410,612:5
2022-02-20 16:03:22.558153,608:5
2022-02-20 16:03:32.568229,609:5
2022-02-20 16:03:42.578161,609:5
2022-02-20 16:03:52.588566,610:5
2022-02-20 16:04:02.598169,612:5
2022-02-20 16:04:12.608579,610:5
2022-02-20 16:04:22.618167,608:5
2022-02-20 16:04:32.628382,608:5
2022-02-20 16:04:42.638578,608:5
2022-02-20 16:04:52.648477,606:4
2022-02-20 16:05:02.658328,610:5
2022-02-20 16:05:12.668232,608:5
2022-02-20 16:05:22.678152,607:5
2022-02-20 16:05:32.688383,608:5
2022-02-20 16:05:42.698169,608:5
2022-02-20 16:05:52.708840,607:5
2022-02-20 16:06:02.719314,606:4
2022-02-20 16:06:12.729256,609:5
2022-02-20 16:06:22.739195,608:5
2022-02-20 16:06:32.751000,609:5
2022-02-20 16:06:42.761477,607:5
2022-02-20 16:06:52.771157,609:5
2022-02-20 16:07:02.781358,608:5
2022-02-20 16:07:12.791497,621:5
2022-02-20 16:07:22.801635,606:4
2022-02-20 16:07:32.811252,608:5
2022-02-20 16:07:42.821155,608:5
2022-02-20 16:07:52.831172,607:5
2022-02-20 16:08:02.841597,607:5
2022-02-20 16:08:12.851548,610:5
2022-02-20 16:08:22.861469,608:5
2022-02-20 16:08:32.871254,607:5
2022-02-20 16:08:42.881158,607:5
2022-02-20 16:08:52.891628,607:5
2022-02-20 16:09:02.901922,608:5
2022-02-20 16:09:12.912104,606:4
2022-02-20 16:09:22.922426,607:5
2022-02-20 16:09:32.932628,608:5
2022-02-20 16:09:42.942416,607:5
2022-02-20 16:09:52.952551,607:5
2022-02-20 16:10:02.962623,609:5
2022-02-20 16:10:12.972511,605:4
2022-02-20 16:10:22.982409,606:4
2022-02-20 16:10:32.992797,607:5
2022-02-20 16:10:43.003160,606:4
2022-02-20 16:10:53.013326,604:4
2022-02-20 16:11:03.023203,606:4
2022-02-20 16:11:13.033480,606:4
2022-02-20 16:11:23.043631,606:4
2022-02-20 16:11:33.053145,607:5
2022-02-20 16:11:43.063200,609:5
2022-02-20 16:11:53.073136,606:4
2022-02-20 16:12:03.083443,605:4
2022-02-20 16:12:13.093315,605:4
2022-02-20 16:12:23.103910,605:4
2022-02-20 16:12:33.114379,610:5
2022-02-20 16:12:43.124137,605:4
2022-02-20 16:12:53.134300,606:4
2022-02-20 16:13:03.144558,607:5
2022-02-20 16:13:13.154119,608:5
2022-02-20 16:13:23.164870,606:4
2022-02-20 16:13:33.175602,605:4
2022-02-20 16:13:43.186062,606:4
2022-02-20 16:13:53.196465,605:4
2022-02-20 16:14:03.206652,603:4
2022-02-20 16:14:13.216204,605:4
2022-02-20 16:14:23.226626,604:4
2022-02-20 16:14:33.236522,605:4
2022-02-20 16:14:43.246297,607:5
2022-02-20 16:14:53.256412,605:4
2022-02-20 16:15:03.266368,607:5
2022-02-20 16:15:13.276159,606:4
2022-02-20 16:15:23.286161,606:4
2022-02-20 16:15:33.296509,606:4
2022-02-20 16:15:43.306618,607:5
2022-02-20 16:15:53.316161,606:4
2022-02-20 16:16:03.326470,606:4
2022-02-20 16:16:13.336329,607:5
2022-02-20 16:16:23.346638,606:4
2022-02-20 16:16:33.356895,605:4
2022-02-20 16:16:43.367444,606:4
2022-02-20 16:16:53.371041,607:5
2022-02-20 16:17:03.373675,608:5
2022-02-20 16:17:13.384399,603:4
2022-02-20 16:17:23.394206,606:4
2022-02-20 16:17:33.404163,605:4
2022-02-20 16:17:43.414178,605:4
2022-02-20 16:17:53.424641,608:5
2022-02-20 16:18:03.434565,608:5
2022-02-20 16:18:13.444516,605:4
2022-02-20 16:18:23.454159,605:4
2022-02-20 16:18:33.464391,605:4
2022-02-20 16:18:43.474410,602:4
2022-02-20 16:18:53.484300,605:4
2022-02-20 16:19:03.494462,603:4
2022-02-20 16:19:13.504142,606:4
2022-02-20 16:19:23.514424,604:4
2022-02-20 16:19:33.524493,604:4
2022-02-20 16:19:43.534529,604:4
2022-02-20 16:19:53.544687,604:4
2022-02-20 16:20:03.554378,605:4
2022-02-20 16:20:13.564631,607:5
2022-02-20 16:20:23.575140,602:4
2022-02-20 16:20:33.585416,605:4
2022-02-20 16:20:43.595638,603:4
2022-02-20 16:20:53.597884,606:4
2022-02-20 16:21:03.608345,619:5
2022-02-20 16:21:13.618795,605:4
2022-02-20 16:21:23.629310,604:4
2022-02-20 16:21:33.639190,603:4
2022-02-20 16:21:43.649243,605:4
2022-02-20 16:21:53.659531,603:4
2022-02-20 16:22:03.669357,606:4
2022-02-20 16:22:13.679593,604:4
